재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 반기 3개월	당기 반기 누적	전기 반기 3개월	전기 반기 누적	전기	전전기
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	entity00148540_udf_IS_201887161426930_IncomeStatementAbstract	영업수익	24,214,233,000	84,693,787,000	23,498,614,000	80,176,351,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	12,803,317,000	25,747,629,000	16,064,337,000	27,321,023,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익	11,410,916,000	58,946,158,000	7,434,277,000	52,855,328,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	dart_OtherGains	기타영업외수익	8,193,000	-54,666,173,000	22,212,000	772,088,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	ifrs_FinanceIncome	금융수익	16,984,486,000	20,379,910,000	111,453,000	226,830,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	ifrs_FinanceCosts	금융비용	1,059,860,000	2,183,676,000	740,834,000	1,486,332,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	ifrs_ProfitLossBeforeTax	법인세비용차감전순이익	27,343,735,000	22,476,219,000	6,827,108,000	52,367,914,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	ifrs_IncomeTaxExpenseContinuingOperations	법인세비용	8,093,950,000	-1,061,183,000	1,375,933,000	5,230,861,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	ifrs_ProfitLoss	반기순이익	19,249,785,000	23,537,402,000	5,451,175,000	47,137,053,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	ifrs_EarningsPerShareAbstract	주당순이익						
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	ifrs_BasicEarningsLossPerShare	   보통주 주당순이익	672	823	188	1,652		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	ifrs_DilutedEarningsLossPerShare	   보통주 희석주당순이익	722	823	187	1,649		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2018-06-30	반기보고서	KRW	ifrs_Revenue	매출액	1,573,293,584,980	2,962,060,466,954	1,287,501,222,332	2,510,037,404,784		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2018-06-30	반기보고서	KRW	ifrs_CostOfSales	매출원가	1,443,790,024,048	2,731,616,179,361	1,159,169,256,411	2,268,550,645,806		
