재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 반기 3개월	당기 반기 누적	전기 반기 3개월	전기 반기 누적	전기	전전기
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	ifrs_Revenue	수익(매출액)	7,062,540,200,000	14,036,699,638,000	6,504,953,550,000	12,854,667,681,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	ifrs_CostOfSales	매출원가	5,075,284,191,000	9,985,545,212,000	4,540,402,946,000	8,899,503,242,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	ifrs_GrossProfit	매출총이익	1,987,256,009,000	4,051,154,426,000	1,964,550,604,000	3,955,164,439,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	1,679,924,391,000	3,395,779,008,000	1,663,569,211,000	3,316,801,244,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	entity00148540_udf_IS_201851316268693_IncomeStatementAbstract	금융상품대손상각비	-6,040,714,000	-12,546,622,000	-3,353,854,000	-9,006,184,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익	301,290,904,000	642,828,796,000	297,627,539,000	629,357,011,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	ifrs_FinanceIncome	금융수익	124,223,258,000	212,770,234,000	31,832,729,000	168,064,566,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	ifrs_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost	유효이자율 상각 이자수익	2,098,739,000	4,263,120,000	1,321,041,000	3,608,255,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	ifrs_FinanceCosts	금융비용	211,595,358,000	368,284,110,000	110,065,332,000	296,781,986,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	ifrs_GainsLossesArisingFromDifferenceBetweenPreviousCarryingAmountAndFairValueOfFinancialAssetsReclassifiedAsMeasuredAtFairValue	기타금융상품대손상각비	-68,172,000	1,430,668,000	-2,562,523,000	-2,961,703,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	entity00148540_udf_IS_201711813565385_IncomeStatementAbstract	공동기업 및 관계기업투자주식에 대한 지분법손익	17,900,708,000	32,215,494,000	25,302,775,000	53,211,816,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	dart_OtherGains	기타영업외수익	1,025,857,136,000	1,071,978,263,000	534,225,491,000	580,274,098,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	dart_OtherLosses	기타엽업외비용	108,755,990,000	198,685,360,000	104,133,373,000	214,520,614,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	ifrs_ProfitLossBeforeTax	법인세비용차감전순이익	1,150,951,225,000	1,398,517,105,000	673,548,347,000	920,251,443,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	ifrs_IncomeTaxExpenseContinuingOperations	법인세비용	296,984,027,000	353,887,441,000	171,299,066,000	245,250,506,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	ifrs_ProfitLoss	반기순이익	853,967,198,000	1,044,629,664,000	502,249,281,000	675,000,937,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	ifrs_ProfitLossAttributableToAbstract	반기순이익의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	ifrs_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주	363,498,469,000	450,172,798,000	196,748,236,000	257,735,244,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	ifrs_ProfitLossAttributableToNoncontrollingInterests	   비지배지분	490,468,729,000	594,456,866,000	305,501,045,000	417,265,693,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	ifrs_EarningsPerShareAbstract	주당순이익						
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	ifrs_BasicEarningsLossPerShare	   보통주 주당순이익	14,347	15,811	6,908	9,051		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2018-06-30	반기보고서	KRW	ifrs_DilutedEarningsLossPerShare	   보통주 희석주당순이익	14,347	15,811	6,894	9,033		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2018-06-30	반기보고서	KRW	ifrs_Revenue	매출액	2,284,607,837,550	4,286,071,922,167	1,707,834,338,298	3,302,757,257,391		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2018-06-30	반기보고서	KRW	ifrs_CostOfSales	매출원가	2,076,299,944,823	3,902,418,376,615	1,522,005,653,679	2,943,917,031,310		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2018-06-30	반기보고서	KRW	ifrs_GrossProfit	매출총이익	208,307,892,727	383,653,545,552	185,828,684,619	358,840,226,081		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2018-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	151,198,015,070	281,233,827,362	123,974,635,534	245,847,079,377		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2018-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익	57,109,877,657	102,419,718,190	61,854,049,085	112,993,146,704		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2018-06-30	반기보고서	KRW	ifrs_FinanceIncome	금융수익	27,131,736,326	38,751,655,829	7,150,661,844	13,084,807,060		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2018-06-30	반기보고서	KRW	ifrs_FinanceCosts	금융원가	47,945,759,100	76,762,858,102	16,965,655,762	38,420,342,188		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2018-06-30	반기보고서	KRW	dart_OtherGains	기타수익	6,077,455,307	50,917,400,929	1,480,997,591	6,660,655,333		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2018-06-30	반기보고서	KRW	dart_OtherLosses	기타비용	21,335,791,956	48,537,560,793	18,350,723,866	43,685,918,371		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2018-06-30	반기보고서	KRW	entity00113410_udf_IS_2017112133014742_IncomeStatementAbstract	관계기업투자손익	-995,211,594	-3,356,295,674	2,749,643,618	220,019,152		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2018-06-30	반기보고서	KRW	ifrs_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	20,042,306,640	63,432,060,379	37,918,972,510	50,852,367,690		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2018-06-30	반기보고서	KRW	ifrs_IncomeTaxExpenseContinuingOperations	법인세비용	13,324,234,169	21,866,792,072	13,393,935,991	21,894,318,054		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2018-06-30	반기보고서	KRW	ifrs_ProfitLoss	반기순이익(손실)	6,718,072,471	41,565,268,307	24,525,036,519	28,958,049,636		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2018-06-30	반기보고서	KRW	ifrs_ProfitLossAttributableToAbstract	반기순이익(손실)의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2018-06-30	반기보고서	KRW	ifrs_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유지분	4,636,903,462	37,547,287,608	22,301,335,558	26,057,955,675		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2018-06-30	반기보고서	KRW	ifrs_ProfitLossAttributableToNoncontrollingInterests	   비지배지분	2,081,169,009	4,017,980,699	2,223,700,961	2,900,093,961		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2018-06-30	반기보고서	KRW	ifrs_EarningsPerShareAbstract	주당이익(손실)						
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2018-06-30	반기보고서	KRW	ifrs_BasicEarningsLossPerShare	   기본 및 희석주당이익	231	2,039	1,265	1,479		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2018-06-30	반기보고서	KRW	ifrs_Revenue	매출액	174,061,145,558	312,506,014,117	174,683,070,682	365,143,770,732		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2018-06-30	반기보고서	KRW	ifrs_CostOfSales	매출원가	114,552,545,092	215,852,195,769	101,502,464,239	212,813,926,468		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2018-06-30	반기보고서	KRW	ifrs_GrossProfit	매출총이익	59,508,600,466	96,653,818,348	73,180,606,443	152,329,844,264		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2018-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	25,622,470,221	50,090,893,487	28,108,199,893	55,523,706,388		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2018-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	33,886,130,245	46,562,924,861	45,072,406,550	96,806,137,876		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2018-06-30	반기보고서	KRW	ifrs_FinanceIncome	금융수익	1,364,909,543	2,827,042,637	12,516,283,496	20,925,571,520		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2018-06-30	반기보고서	KRW	ifrs_FinanceCosts	금융비용	4,565,122,930	9,072,525,469	20,712,405,921	31,112,965,872		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2018-06-30	반기보고서	KRW	dart_OtherGains	기타영업외이익	7,761,225,589	11,355,346,467	1,682,402,457	3,620,169,334		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2018-06-30	반기보고서	KRW	dart_OtherLosses	기타영업외비용	4,282,879,394	5,655,899,305	360,173,333	6,717,296,490		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2018-06-30	반기보고서	KRW	entity00160843_udf_IS_201889114827723_IncomeStatementAbstract	지분법이익	-1,000,998,205	2,915,199,050	6,284,547,667	6,307,528,302		
