재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명		당기			전기	전전기	
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2015-12-31	사업보고서	KRW	ifrs_Revenue	영업수익		21,166,707,211,000			19,572,301,244,000	18,851,698,863,000
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2015-12-31	사업보고서	KRW	ifrs_RevenueFromSaleOfGoods	   재화의 판매로 인한 수익(매출액)		11,865,683,805,000			10,947,412,289,000	10,744,200,168,000
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2015-12-31	사업보고서	KRW	ifrs_RevenueFromRenderingOfServices	   용역의 제공으로 인한 수익(매출액)		7,656,960,588,000			7,269,971,481,000	6,762,115,643,000
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2015-12-31	사업보고서	KRW	ifrs_RevenueFromConstructionContracts	   건설계약으로 인한 수익(매출액)		303,715,541,000			165,591,089,000	117,709,560,000
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2015-12-31	사업보고서	KRW	entity00148540_udf_IS_201152323227203_Revenue	   임대료수익(매출액)		73,900,155,000			36,865,207,000	30,749,190,000
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2015-12-31	사업보고서	KRW	ifrs_OtherRevenue	   기타수익(매출액)		1,266,447,122,000			1,152,461,178,000	1,196,924,302,000
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2015-12-31	사업보고서	KRW	ifrs_CostOfSales	매출원가		14,473,552,196,000			13,482,375,700,000	13,346,666,623,000
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2015-12-31	사업보고서	KRW	ifrs_GrossProfit	매출총이익		6,693,155,015,000			6,089,925,544,000	5,505,032,240,000
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2015-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비		5,467,824,749,000			5,086,807,659,000	4,718,965,200,000
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2015-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)		1,225,330,266,000			1,003,117,885,000	786,067,040,000
