재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명		당기			전기	전전기	
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-12-31	사업보고서	KRW	entity00148540_udf_IS_2021317164541718_IncomeStatementAbstract	영업수익		165,163,104,000			181,742,606,000	169,945,417,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비		75,141,496,000			107,006,676,000	90,982,307,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	영업이익		90,021,608,000			74,735,930,000	78,963,110,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-12-31	사업보고서	KRW	ifrs-full_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost	기타순손익		-20,421,085,000			-468,945,000	-54,615,930,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	금융수익		3,320,184,000			5,013,004,000	20,400,895,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	금융비용		6,342,583,000			11,600,895,000	4,319,173,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익		66,578,124,000			67,679,094,000	40,428,902,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용		14,391,342,000			4,397,201,000	4,283,855,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	당기순이익		52,186,782,000			63,281,893,000	36,145,047,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-12-31	사업보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   보통주주당순이익		1,553			1,949	1,271
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   보통주희석주당순이익		1,553			1,949	1,271
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2020-12-31	사업보고서	KRW	ifrs-full_Revenue	매출액		6,936,119,891,060			6,596,274,009,485	6,228,285,653,420
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2020-12-31	사업보고서	KRW	ifrs-full_CostOfSales	매출원가		6,285,131,045,501			6,043,795,101,691	5,744,038,424,208
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2020-12-31	사업보고서	KRW	ifrs-full_GrossProfit	매출총이익		650,988,845,559			552,478,907,794	484,247,229,212
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2020-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비		432,246,408,911			376,392,664,977	372,911,687,697
