재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 3분기 3개월	당기 3분기 누적	전기 3분기 3개월	전기 3분기 누적	전기	전전기
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2016-09-30	3분기보고서	KRW	ifrs_Revenue	영업수익	22,981,066,000	99,202,002,000	21,766,331,000	82,046,637,000	103,624,034,000	98,497,567,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2016-09-30	3분기보고서	KRW	ifrs_RevenueFromRoyalties	   로열티수익(매출액)	21,023,299,000	60,229,168,000	19,799,615,000	56,067,511,000	75,724,518,000	73,350,130,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2016-09-30	3분기보고서	KRW	ifrs_RevenueFromDividends	   배당수익(매출액)		33,081,247,000		19,893,685,000	19,893,685,000	16,565,158,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2016-09-30	3분기보고서	KRW	entity00148540_udf_IS_2015810134350728_Revenue	   임대료수익	1,957,767,000	5,891,587,000	1,966,716,000	6,085,441,000	8,005,831,000	8,582,279,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2016-09-30	3분기보고서	KRW	entity00148540_udf_IS_201152222820640_IncomeStatementAbstract	영업비용	-11,774,344,000	-34,703,820,000	-12,944,748,000	-34,279,448,000	50,750,456,000	42,431,378,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2016-09-30	3분기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	11,206,722,000	64,498,182,000	8,821,583,000	47,767,189,000	52,873,578,000	56,066,189,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2016-09-30	3분기보고서	KRW	entity00148540_udf_IS_20133261421500_IncomeStatementAbstract	기타순손익	96,723,000	589,404,000	-15,224,000	-7,768,000	-96,342,000	-829,288,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2016-09-30	3분기보고서	KRW	ifrs_FinanceIncome	금융수익	859,982,000	2,179,694,000	781,275,000	2,877,267,000	3,658,502,000	4,624,687,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2016-09-30	3분기보고서	KRW	dart_InterestIncomeFinanceIncome	   이자수익					3,381,556,000	4,620,400,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2016-09-30	3분기보고서	KRW	entity00148540_udf_IS_20111122162758343_FinanceIncome	   외환차익					72,463,000	4,287,000
