재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 반기 3개월	당기 반기 누적	전기 반기 3개월	전기 반기 누적	전기	전전기
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-06-30	반기보고서	KRW	entity00148540_udf_IS_202081115123292_IncomeStatementAbstract	영업수익	22,640,678,000	92,389,114,000	25,259,809,000	93,828,268,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	16,714,958,000	32,409,021,000	18,434,108,000	40,903,377,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익	5,925,720,000	59,980,093,000	6,825,701,000	52,924,891,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-06-30	반기보고서	KRW	ifrs-full_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost	기타순손익	-64,194,000	-33,817,000	24,941,000	-643,883,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-06-30	반기보고서	KRW	ifrs-full_FinanceIncome	금융수익	11,188,239,000	2,182,758,000	1,225,921,000	1,661,037,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-06-30	반기보고서	KRW	ifrs-full_FinanceCosts	금융비용	3,123,029,000	4,529,435,000	17,750,466,000	20,076,737,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-06-30	반기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	13,926,736,000	57,599,599,000	-9,673,903,000	33,865,308,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-06-30	반기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	4,171,694,000	3,825,834,000	-1,397,530,000	-1,116,276,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-06-30	반기보고서	KRW	ifrs-full_ProfitLoss	당기순이익	9,755,042,000	53,773,765,000	-8,276,373,000	34,981,584,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-06-30	반기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
