재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 1분기 3개월	당기 1분기 누적	전기 1분기 3개월	전기 1분기 누적	전기	전전기
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-03-31	1분기보고서	KRW	ifrs-full_Revenue	수익(매출액)	7,840,010,949,000	7,840,010,949,000	7,794,949,406,000	7,794,949,406,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	매출원가	5,769,419,176,000	5,769,419,176,000	5,639,928,500,000	5,639,928,500,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	2,070,591,773,000	2,070,591,773,000	2,155,020,906,000	2,155,020,906,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	1,806,327,493,000	1,806,327,493,000	1,811,750,890,000	1,811,750,890,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	영업이익	264,264,280,000	264,264,280,000	343,270,016,000	343,270,016,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	199,159,920,000	199,159,920,000	127,978,643,000	127,978,643,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	금융비용	402,557,296,000	402,557,296,000	247,696,057,000	247,696,057,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-03-31	1분기보고서	KRW	entity00148540_udf_IS_201711813565385_IncomeStatementAbstract	공동기업 및 관계기업투자주식에 대한 지분법손익	13,080,447,000	13,080,447,000	9,415,624,000	9,415,624,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-03-31	1분기보고서	KRW	dart_OtherGains	기타영업외수익	594,602,505,000	594,602,505,000	48,015,672,000	48,015,672,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-03-31	1분기보고서	KRW	dart_OtherLosses	기타영업외비용	143,803,329,000	143,803,329,000	109,768,535,000	109,768,535,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	524,746,527,000	524,746,527,000	171,215,363,000	171,215,363,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용(수익)	161,451,801,000	161,451,801,000	56,963,895,000	56,963,895,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	당기순이익	363,294,726,000	363,294,726,000	114,251,468,000	114,251,468,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	당기순이익의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주	152,375,577,000	152,375,577,000	48,347,252,000	48,347,252,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분	210,919,149,000	210,919,149,000	65,904,216,000	65,904,216,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-03-31	1분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당순이익						
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   보통주 주당순이익	4,543	4,543	1,715	1,715		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2020-03-31	1분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   보통주 희석주당순이익	4,543	4,543	1,715	1,715		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2020-03-31	1분기보고서	KRW	ifrs-full_Revenue	매출액	2,515,360,835,746	2,515,360,835,746	2,432,724,848,781	2,432,724,848,781		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2020-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	매출원가	2,293,695,777,780	2,293,695,777,780	2,227,806,677,991	2,227,806,677,991		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2020-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	221,665,057,966	221,665,057,966	204,918,170,790	204,918,170,790		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2020-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	163,476,721,113	163,476,721,113	159,571,200,291	159,571,200,291		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2020-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	영업이익	58,188,336,853	58,188,336,853	45,346,970,499	45,346,970,499		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2020-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	28,187,423,810	28,187,423,810	10,303,268,610	10,303,268,610		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2020-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	금융원가	54,866,279,214	54,866,279,214	43,694,968,829	43,694,968,829		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2020-03-31	1분기보고서	KRW	dart_OtherGains	기타수익	4,556,180,356	4,556,180,356	1,951,341,872	1,951,341,872		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2020-03-31	1분기보고서	KRW	dart_OtherLosses	기타비용	20,864,772,565	20,864,772,565	27,529,219,406	27,529,219,406		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2020-03-31	1분기보고서	KRW	entity00113410_udf_IS_2017112133014742_IncomeStatementAbstract	지분법손익	2,147,777,234	2,147,777,234	499,469,601	499,469,601		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2020-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	17,348,666,474	17,348,666,474	-13,123,137,653	-13,123,137,653		
