재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명		당기			전기	전전기	
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2017-12-31	사업보고서	KRW	entity00148540_udf_IS_201832614146598_IncomeStatementAbstract	영업수익		158,273,587,000			124,414,699,000	103,624,034,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2017-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	영업비용		89,732,389,000			65,607,073,000	50,750,456,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2017-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	영업이익		68,541,198,000			58,807,626,000	52,873,578,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2017-12-31	사업보고서	KRW	dart_OtherGains	기타순손익		839,634,000			13,040,433,000	-96,342,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2017-12-31	사업보고서	KRW	ifrs_FinanceIncome	금융수익		664,569,000			2,659,629,000	3,658,502,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2017-12-31	사업보고서	KRW	ifrs_FinanceCosts	금융비용		2,979,583,000			8,884,522,000	9,573,087,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2017-12-31	사업보고서	KRW	ifrs_ProfitLossBeforeTax	법인세비용차감전순이익		67,065,818,000			65,623,166,000	46,862,651,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2017-12-31	사업보고서	KRW	ifrs_IncomeTaxExpenseContinuingOperations	법인세비용		8,039,628,000			8,618,082,000	2,689,050,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2017-12-31	사업보고서	KRW	ifrs_ProfitLoss	당기순이익		59,026,190,000			57,005,084,000	44,173,601,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2017-12-31	사업보고서	KRW	ifrs_EarningsPerShareAbstract	주당순이익						
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2017-12-31	사업보고서	KRW	ifrs_BasicEarningsLossPerShare	   보통주 주당순이익		2,070			2,000	1,551
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2017-12-31	사업보고서	KRW	ifrs_DilutedEarningsLossPerShare	   보통주 희석주당순이익		2,067			1,995	1,545
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2017-12-31	사업보고서	KRW	ifrs_Revenue	매출액		5,188,812,537,638			4,846,376,016,179	4,358,425,407,795
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2017-12-31	사업보고서	KRW	ifrs_CostOfSales	매출원가		4,708,821,304,551			4,396,535,968,015	3,961,932,047,639
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2017-12-31	사업보고서	KRW	ifrs_GrossProfit	매출총이익		479,991,233,087			449,840,048,164	396,493,360,156
