재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 3분기 3개월	당기 3분기 누적	전기 3분기 3개월	전기 3분기 누적	전기	전전기
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-09-30	3분기보고서	KRW	ifrs-full_Revenue	수익(매출액)	8,679,743,824,000	24,928,389,777,000	7,686,099,875,000	21,722,799,513,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-09-30	3분기보고서	KRW	ifrs-full_CostOfSales	매출원가	6,363,672,615,000	18,137,635,621,000	5,459,515,635,000	15,445,060,847,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-09-30	3분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	2,316,071,209,000	6,790,754,156,000	2,226,584,240,000	6,277,738,666,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-09-30	3분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	1,889,259,613,000	5,655,458,656,000	1,820,175,464,000	5,228,501,094,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-09-30	3분기보고서	KRW	dart_OperatingIncomeLoss	영업이익	426,811,596,000	1,135,295,500,000	406,408,776,000	1,049,237,572,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-09-30	3분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	111,956,168,000	351,034,483,000	61,471,716,000	278,505,070,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-09-30	3분기보고서	KRW	ifrs-full_FinanceCosts	금융비용	292,317,189,000	800,753,119,000	174,474,421,000	541,327,863,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-09-30	3분기보고서	KRW	entity00148540_udf_IS_201711813565385_IncomeStatementAbstract	공동기업 및 관계기업투자주식에 대한 지분법손익	23,039,686,000	46,797,010,000	4,308,741,000	36,524,235,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-09-30	3분기보고서	KRW	dart_OtherGains	기타영업외수익	30,717,812,000	318,737,502,000	41,614,246,000	1,113,592,509,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-09-30	3분기보고서	KRW	dart_OtherLosses	기타영업외비용	132,706,900,000	350,237,437,000	81,264,011,000	279,949,371,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-09-30	3분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	167,501,173,000	700,873,939,000	258,065,047,000	1,656,582,152,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-09-30	3분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	94,076,388,000	222,815,799,000	115,482,525,000	469,369,966,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-09-30	3분기보고서	KRW	ifrs-full_ProfitLoss	분기순이익	73,424,785,000	478,058,140,000	142,582,522,000	1,187,212,186,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	분기순이익의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주	32,037,955,000	295,500,834,000	7,083,540,000	457,256,338,000		
