재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명		당기			전기	전전기	
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2015-12-31	사업보고서	KRW	ifrs_Revenue	영업수익		103,624,034,000			98,497,567,000	90,351,726,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2015-12-31	사업보고서	KRW	ifrs_RevenueFromRoyalties	   로열티수익(매출액)		75,724,518,000			73,350,130,000	64,769,178,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2015-12-31	사업보고서	KRW	ifrs_RevenueFromDividends	   배당수익(매출액)		19,893,685,000			16,565,158,000	17,856,029,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2015-12-31	사업보고서	KRW	entity00148540_udf_IS_2015810134350728_Revenue	   임대료수익		8,005,831,000			8,582,279,000	7,726,519,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2015-12-31	사업보고서	KRW	entity00148540_udf_IS_201152222820640_IncomeStatementAbstract	영업비용		50,750,456,000			42,431,378,000	36,926,627,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2015-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)		52,873,578,000			56,066,189,000	53,425,099,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2015-12-31	사업보고서	KRW	entity00148540_udf_IS_20133261421500_IncomeStatementAbstract	기타순손익		-96,342,000			-829,288,000	-4,684,656,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2015-12-31	사업보고서	KRW	ifrs_FinanceIncome	금융수익		3,658,502,000			4,624,687,000	6,956,271,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2015-12-31	사업보고서	KRW	dart_InterestIncomeFinanceIncome	   이자수익		3,381,556,000			4,620,400,000	6,956,242,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2015-12-31	사업보고서	KRW	entity00148540_udf_IS_20111122162758343_FinanceIncome	   외환차익		72,463,000			4,287,000	29,000
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2015-12-31	사업보고서	KRW	entity00148540_udf_IS_2011522222335843_FinanceIncome	   외화환산이익		0			0	0
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2015-12-31	사업보고서	KRW	entity00148540_udf_IS_2011522222345109_FinanceIncome	   파생상품평가이익		0			0	0
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2015-12-31	사업보고서	KRW	entity00148540_udf_IS_20111122161834500_FinanceIncome	   파생상품거래이익		0			0	0
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2015-12-31	사업보고서	KRW	entity00148540_udf_IS_20111122162033625_FinanceIncome	   매도가능금융자산처분이익		204,483,000			0	0
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	715	회사본부, 지주회사 및 경영컨설팅 서비스업	12	2015-12-31	사업보고서	KRW	entity00148540_udf_IS_20115222317359_FinanceIncome	   기타금융수익		0			0	0
