재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 반기 3개월	당기 반기 누적	전기 반기 3개월	전기 반기 누적	전기	전전기
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_Revenue	수익(매출액)	8,453,696,547,000	16,248,645,953,000	7,062,540,200,000	14,036,699,638,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_CostOfSales	매출원가	6,134,034,506,000	11,773,963,006,000	5,075,284,191,000	9,985,545,212,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_GrossProfit	매출총이익	2,319,662,041,000	4,474,682,947,000	1,987,256,009,000	4,051,154,426,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	1,954,448,153,000	3,766,199,043,000	1,685,965,105,000	3,408,325,630,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익	365,213,888,000	708,483,904,000	301,290,904,000	642,828,796,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_FinanceIncome	금융수익	111,099,672,000	239,078,315,000	126,321,997,000	217,033,354,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_FinanceCosts	금융비용	260,739,873,000	508,435,930,000	211,663,530,000	366,853,442,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	entity00148540_udf_IS_201711813565385_IncomeStatementAbstract	공동기업 및 관계기업투자주식에 대한 지분법손익	14,341,700,000	23,757,324,000	17,900,708,000	32,215,494,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	dart_OtherGains	기타영업외수익	240,004,018,000	288,019,690,000	1,025,857,136,000	1,071,978,263,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	dart_OtherLosses	기타영업외비용	107,762,002,000	217,530,537,000	108,755,990,000	198,685,360,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLossBeforeTax	법인세비용차감전순이익	362,157,403,000	533,372,766,000	1,150,951,225,000	1,398,517,105,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_IncomeTaxExpenseContinuingOperations	법인세비용	71,775,516,000	128,739,411,000	296,984,027,000	353,887,441,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLoss	반기순이익	290,381,887,000	404,633,355,000	853,967,198,000	1,044,629,664,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLossAttributableToAbstract	반기순이익의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주	215,115,627,000	263,462,879,000	363,498,469,000	450,172,798,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLossAttributableToNoncontrollingInterests	   비지배지분	75,266,260,000	141,170,476,000	490,468,729,000	594,456,866,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_EarningsPerShareAbstract	주당순이익						
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_BasicEarningsLossPerShare	   보통주 주당순이익	6,638	8,129	14,350	15,813		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_DilutedEarningsLossPerShare	   보통주 희석주당순이익	6,638	8,129	14,350	15,813		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2019-06-30	반기보고서	KRW	ifrs_Revenue	매출액	2,534,844,925,742	4,967,569,774,523	2,284,607,837,550	4,286,071,922,167		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2019-06-30	반기보고서	KRW	ifrs_CostOfSales	매출원가	2,299,914,085,930	4,527,720,763,921	2,076,299,944,823	3,902,418,376,615		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2019-06-30	반기보고서	KRW	ifrs_GrossProfit	매출총이익	234,930,839,812	439,849,010,602	208,307,892,727	383,653,545,552		
