재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 3분기 3개월	당기 3분기 누적	전기 3분기 3개월	전기 3분기 누적	전기	전전기
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-09-30	3분기보고서	KRW	entity00148540_udf_IS_201887161426930_IncomeStatementAbstract	영업수익	26,784,414,000	120,612,682,000	26,218,195,000	110,911,982,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-09-30	3분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	15,138,381,000	56,041,758,000	14,939,469,000	40,687,098,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-09-30	3분기보고서	KRW	dart_OperatingIncomeLoss	영업이익	11,646,033,000	64,570,924,000	11,278,726,000	70,224,884,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-09-30	3분기보고서	KRW	dart_OtherGains	기타영업외수익	47,767,000	-596,116,000	31,636,000	-54,634,538,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-09-30	3분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	370,545,000	2,031,582,000	-4,998,486,000	15,381,423,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-09-30	3분기보고서	KRW	ifrs-full_FinanceCosts	금융비용	-4,043,275,000	16,033,462,000	1,073,256,000	3,256,932,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-09-30	3분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	16,107,620,000	49,972,928,000	5,238,620,000	27,714,837,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-09-30	3분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	3,682,130,000	2,565,854,000	1,271,004,000	209,821,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-09-30	3분기보고서	KRW	ifrs-full_ProfitLoss	분기순이익	12,425,490,000	47,407,074,000	3,967,616,000	27,505,016,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-09-30	3분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당순이익						
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-09-30	3분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   보통주 주당순이익	383	1,461	139	965		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2019-09-30	3분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   보통주 희석주당순이익	383	1,461	139	965		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2019-09-30	3분기보고서	KRW	ifrs-full_Revenue	매출액	1,629,022,078,009	4,811,512,621,932	1,581,532,073,840	4,543,592,540,794		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2019-09-30	3분기보고서	KRW	ifrs-full_CostOfSales	매출원가	1,480,788,289,318	4,421,228,355,766	1,469,062,605,053	4,200,678,784,414		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2019-09-30	3분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	148,233,788,691	390,284,266,166	112,469,468,787	342,913,756,380		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2019-09-30	3분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	89,927,724,685	271,472,364,459	91,463,452,757	269,981,200,529		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2019-09-30	3분기보고서	KRW	dart_OperatingIncomeLoss	영업이익	58,306,064,006	118,811,901,707	21,006,016,030	72,932,555,851		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2019-09-30	3분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	7,766,861,132	18,023,028,705	1,639,306,617	35,454,674,932		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2019-09-30	3분기보고서	KRW	ifrs-full_FinanceCosts	금융원가	26,439,125,678	78,683,125,818	16,216,643,644	47,488,913,653		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2019-09-30	3분기보고서	KRW	dart_OtherGains	기타수익	1,822,250,028	5,020,316,557	4,346,439,311	51,808,713,656		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2019-09-30	3분기보고서	KRW	dart_OtherLosses	기타비용	32,813,292,062	73,203,444,325	22,139,969,234	60,774,899,527		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2019-09-30	3분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	8,642,757,426	-10,031,323,174	-11,364,850,920	51,932,131,259		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2019-09-30	3분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	17,925,381,533	14,407,958,806	-163,361,596	9,997,540,384		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2019-09-30	3분기보고서	KRW	ifrs-full_ProfitLoss	분기순이익	-9,282,624,107	-24,439,281,980	-11,201,489,324	41,934,590,875		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2019-09-30	3분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2019-09-30	3분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본 및 희석주당이익	-914	-1,937	-642	2,250		
손익계산서, 기능별 분류 - 별도재무제표	[037560]	CJ헬로	유가증권시장상장법인	602	텔레비전 방송업	12	2019-09-30	3분기보고서	KRW	ifrs-full_Revenue	영업수익	272,501,816,107	831,336,544,964	296,028,200,025	870,135,591,111		
손익계산서, 기능별 분류 - 별도재무제표	[037560]	CJ헬로	유가증권시장상장법인	602	텔레비전 방송업	12	2019-09-30	3분기보고서	KRW	ifrs-full_CostOfSales	영업비용	259,610,193,534	788,567,610,844	272,597,141,568	813,700,445,079		
손익계산서, 기능별 분류 - 별도재무제표	[037560]	CJ헬로	유가증권시장상장법인	602	텔레비전 방송업	12	2019-09-30	3분기보고서	KRW	entity00222532_udf_IS_2018424202354614_IncomeStatementAbstract	대손상각비	-8,575,258,880	-15,413,107,393	-2,964,815,437	-7,147,673,464		
손익계산서, 기능별 분류 - 별도재무제표	[037560]	CJ헬로	유가증권시장상장법인	602	텔레비전 방송업	12	2019-09-30	3분기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	4,316,363,693	27,355,826,727	20,466,243,020	49,287,472,568		
손익계산서, 기능별 분류 - 별도재무제표	[037560]	CJ헬로	유가증권시장상장법인	602	텔레비전 방송업	12	2019-09-30	3분기보고서	KRW	ifrs-full_FinanceIncome	금융수익-유효이자율법에따른이자수익	953,521,318	2,744,817,894	757,677,968	2,304,248,443		
손익계산서, 기능별 분류 - 별도재무제표	[037560]	CJ헬로	유가증권시장상장법인	602	텔레비전 방송업	12	2019-09-30	3분기보고서	KRW	entity00222532_udf_IS_201842594932302_IncomeStatementAbstract	금융수익-기타	2,815,005,214	6,874,948,513	1,215,049,887	5,179,786,140		
손익계산서, 기능별 분류 - 별도재무제표	[037560]	CJ헬로	유가증권시장상장법인	602	텔레비전 방송업	12	2019-09-30	3분기보고서	KRW	ifrs-full_FinanceCosts	금융비용	6,324,219,733	17,924,875,458	4,670,897,678	15,044,830,678		
손익계산서, 기능별 분류 - 별도재무제표	[037560]	CJ헬로	유가증권시장상장법인	602	텔레비전 방송업	12	2019-09-30	3분기보고서	KRW	entity00222532_udf_IS_201711716251378_IncomeStatementAbstract	기타영업외수익	593,098,729	1,813,507,780	932,564,883	2,994,282,529		
손익계산서, 기능별 분류 - 별도재무제표	[037560]	CJ헬로	유가증권시장상장법인	602	텔레비전 방송업	12	2019-09-30	3분기보고서	KRW	entity00222532_udf_IS_2017117162512113_IncomeStatementAbstract	기타영업외비용	4,540,289,119	7,702,839,050	1,498,026,478	7,648,942,241		
손익계산서, 기능별 분류 - 별도재무제표	[037560]	CJ헬로	유가증권시장상장법인	602	텔레비전 방송업	12	2019-09-30	3분기보고서	KRW	entity00222532_udf_IS_201842595132327_IncomeStatementAbstract	기타의대손상각비	-114,353,463	217,296,226	337,147,126	1,041,623,143		
손익계산서, 기능별 분류 - 별도재무제표	[037560]	CJ헬로	유가증권시장상장법인	602	텔레비전 방송업	12	2019-09-30	3분기보고서	KRW	entity00222532_udf_IS_2017117162525187_IncomeStatementAbstract	관계기업투자손익	191,961,879	227,999,324	61,064,703	143,099,560		
손익계산서, 기능별 분류 - 별도재무제표	[037560]	CJ헬로	유가증권시장상장법인	602	텔레비전 방송업	12	2019-09-30	3분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	-1,880,204,556	13,172,089,504	16,926,529,179	36,173,493,178		
손익계산서, 기능별 분류 - 별도재무제표	[037560]	CJ헬로	유가증권시장상장법인	602	텔레비전 방송업	12	2019-09-30	3분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	630,410,732	3,576,701,992	3,866,133,449	7,901,132,475		
손익계산서, 기능별 분류 - 별도재무제표	[037560]	CJ헬로	유가증권시장상장법인	602	텔레비전 방송업	12	2019-09-30	3분기보고서	KRW	ifrs-full_ProfitLoss	당기순이익(손실)	-2,510,615,288	9,595,387,512	13,060,395,730	28,272,360,703		
손익계산서, 기능별 분류 - 별도재무제표	[037560]	CJ헬로	유가증권시장상장법인	602	텔레비전 방송업	12	2019-09-30	3분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[037560]	CJ헬로	유가증권시장상장법인	602	텔레비전 방송업	12	2019-09-30	3분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본및희석주당이익(손실)	-32	124	169	365		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2019-09-30	3분기보고서	KRW	ifrs-full_Revenue	매출액	222,319,992,294	595,384,760,812	183,739,992,151	496,246,006,268		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2019-09-30	3분기보고서	KRW	ifrs-full_CostOfSales	매출원가	134,639,417,236	377,989,080,173	118,644,299,141	334,496,494,910		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2019-09-30	3분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	87,680,575,058	217,395,680,639	65,095,693,010	161,749,511,358		
